"practice_code","practice_name","postcode","subicb_code","non_white_popn","reg_popn","pct_non_white"
"G85040","QUEENS ROAD SURGERY","SE15 2UA","72Q",7853.0918044178,13597,0.577560623991895
"G85041","PALACE ROAD SURGERY","SW2 3DY","72Q",3945.72738099701,7873,0.501172028578306
"G85042","ST GILES SURGERY","SE5 7RF","72Q",3249.19103432766,5752,0.564880221545142
"G85044","VALLEY ROAD SURGERY","SW16 2XT","72Q",2284.79381337145,5291,0.431826462553666
"G85045","HETHERINGTON GROUP PRACTICE","SW4 7NU","72Q",3377.62561571403,8594,0.393021365570634
"G85046","LEE ROAD SURGERY","SE3 9RT","72Q",3454.75249138581,12453,0.277423310960075
"G85047","KNIGHTS HILL SURGERY SUITE 1","SE27 0DF","72Q",5047.36500208292,11236,0.449213688330627
"G85051","ELM LODGE SURGERY","SE24 9HJ","72Q",2056.39005697049,8498,0.241985179685866
"G85052","OLD KENT ROAD SURGERY","SE1 5TY","72Q",5912.59608971893,10308,0.573592946228068
"G85053","HURLEY AND RIVERSIDE PRACTICES","SE11 4HJ","72Q",11069.4690796167,23399,0.473074451028535
"G85054","LAMBETH WALK GROUP PRACTICE","SE11 6SP","72Q",4320.48023236776,8687,0.497350090061904
"G85057","DOWNHAM FAMILY MEDICAL PRACTICE","BR1 5EP","72Q",3344.14839556572,6818,0.490488177701044
"G85061","WOOLSTONE MEDICAL CENTRE","SE23 2SG","72Q",3586.30180943712,7855,0.456562929272707
"G85073","VASSALL MEDICAL CENTRE","SW9 6NA","72Q",4084.64025388548,7800,0.523671827421215
"G85076","NEW CROSS CENTRE (HURLEY GROUP)","SE14 6LD","72Q",5863.5422691779,10475,0.559765371759227
"G85083","SANDMERE PRACTICE","SW4 7QJ","72Q",5692.10415520915,12507,0.455113468874162
"G85084","PENROSE SURGERY","SE17 3DW","72Q",8049.54186965197,14729,0.546509733834746
"G85085","GROVE MEDICAL CENTRE","SE8 3QH","72Q",6525.5680396909,12484,0.522714517758002
"G85086","THE SOUTH LAMBETH RD PRACTICE","SW9 6SF","72Q",4675.67794610439,9917,0.471481087637833
"G85087","SILVERLOCK MEDICAL CENTRE","SE16 3HA","72Q",7989.06204622039,15591,0.512414985967571
"G85091","THE THREE ZERO SIX MEDICAL CENTRE","SE22 8LY","72Q",2037.68255140415,6412,0.317792038584553
"G85096","THE VALE SURGERY","SW16 5SE","72Q",5666.54716559517,10612,0.533975420806179
"G85100","BECKETT HOUSE PRACTICE","SW9 9DL","72Q",3822.4014006491,7974,0.479358088869965
"G85102","THE VAUXHALL SURGERY","SE11 5NH","72Q",4248.16751028829,8662,0.490437255863344
"G85104","ICO HEALTH GROUP","BR1 5EP","72Q",4928.21124300291,10136,0.4862086861684
"G85105","VESTA ROAD SURGERY","SE4 2NH","72Q",3044.58895498869,7208,0.422390254576678
"G85109","CLAPHAM PARK GROUP PRACTICE","SW4 8JP","72Q",6931.52644760455,19792,0.350218595776301
"G85114","WELLS PARK PRACTICE","SE26 6JQ","72Q",5556.99644758869,12514,0.444062365957223
"G85119","STERNHALL LANE SURGERY","SE15 4NT","72Q",2707.94390147448,5658,0.478604436457136
"G85120","TRIANGLE GROUP PRACTICE","SE13 6DQ","72Q",3270.34733637334,6692,0.488695059230924
"G85121","PARKVIEW SURGERY","SE6 1AT","72Q",4263.09967874076,7804,0.546271101837617
"G85123","BINFIELD ROAD SURGERY","SW4 6TB","72Q",4596.65247964448,9342,0.492041584205147
"G85125","PARK MEDICAL CENTRE","SE16 2PE","72Q",2959.53401834222,6005,0.492844965585715
"G85127","THE CORNER SURGERY","SE5 9NS","72Q",3770.29278497914,6579,0.573079918677481
"G85129","THE DEERBROOK SURGERY","SE27 9AW","72Q",2649.43213038763,5810,0.456012414868784
"G85130","MAWBEY GROUP PRACTICE","SW8 2UD","72Q",5144.77716986782,10826,0.475224198214282
"G85132","TESSA JOWELL GP SURGERY","SE22 8EY","72Q",6208.30457081766,14644,0.423948686890034
"G85134","THE LISTER PRIMARY CARE CENTRE","SE15 5LJ","72Q",4421.63288953495,7151,0.618323715499224
"G85135","MINET GREEN HEALTH PRACTICE","SW9 6AF","72Q",6957.82579526159,11656,0.596930833498764
"G85136","WATERLOO HEALTH CENTRE","SE1 7RJ","72Q",6132.77605689882,13100,0.468150844038078
"G85137","BROCKWELL PARK SURGERY","SE24 9AE","72Q",3734.6440446821,9534,0.391718485911695
"G85138","ALBION STREET GROUP PRACTICE","SE16 7JX","72Q",5891.2519000922,15152,0.388810183480214
"G85623","BERMONDSEY SPA MEDICAL CENTRE","SE16 4BL","72Q",5044.76128394957,11662,0.432581142509824
"G85632","THE VILLA STREET MEDICAL CENTRE","SE17 2EL","72Q",5244.00044759837,8610,0.609059285435351
"G85633","NOVUM HEALTH PARTNERSHIP","SE6 4JH","72Q",10613.7994898116,21056,0.504074823794242
"G85642","BLACKFRIARS MEDICAL PRACTICE","SE1 8EE","72Q",3749.83892891852,8760,0.428063804671063
"G85644","THE GARDENS SURGERY","SE22 9QU","72Q",1999.60574152548,6305,0.317146033548848
"G85647","THE EXCHANGE SURGERY","SW16 2ST","72Q",2990.52931618322,6849,0.436637365481562
"G85651","THE DULWICH MEDICAL CENTRE","SE22 9EP","72Q",2389.63462533435,7506,0.31836325943703
"G85662","THE STREATHAM HILL GROUP PRACTICE","SW16 2PG","72Q",3266.53029785194,7206,0.453307007750754
"G85673","SPRINGFIELD MEDICAL CENTRE","SW8 2SH","72Q",3589.79823658881,6906,0.519808606514452
"G85674","GRAFTON SQUARE SURGERY","SW4 0DE","72Q",1928.63027484454,6268,0.30769468328726
"G85681","THE LORDSHIP LANE SURGERY","SE22 8JN","72Q",2138.0015201502,5301,0.403320415044368
"G85685","THE NUNHEAD SURGERY","SE15 3LY","72Q",4309.7891224211,8859,0.486487089109504
"G85690","HERNE HILL ROAD MEDICAL PRACTICE","SE24 0AU","72Q",3912.12435847036,7067,0.553576391463189
"G85695","AKERMAN MEDICAL PRACTICE","SW9 6AF","72Q",3730.92791137729,6887,0.541734849916842
"G85696","VALE MEDICAL CENTRE","SE23 2JF","72Q",6290.50433415745,15086,0.416976291539006
"G85698","AMERSHAM VALE TRAINING PRACTICE","SE14 6LD","72Q",8251.6782837788,15250,0.541093657952708
"G85705","THE NEW MILL STREET SURGERY","SE1 2BP","72Q",1962.92525757761,5928,0.331127742506344
"G85706","THE OLD DAIRY HEALTH CENTRE","SE21 8SZ","72Q",2052.18307418667,5944,0.345252872507851
"G85708","DR CURRAN & PARTNERS","SW4 6EB","72Q",3874.70898713013,11085,0.349545240156079
"G85711","DEPTFORD SURGERY","SE14 6TJ","72Q",5406.16723024188,10884,0.496707757280584
"G85715","THE LISTER PRACTICE","SE15 5LJ","72Q",7585.36266133926,12284,0.617499402583789
"G85716","OAKVIEW FAMILY PRACTICE","BR1 5NJ","72Q",2991.2341334862,5866,0.509927400867065
"G85721","301 EAST STREET SURGERY","SE17 2SX","72Q",4314.64490110059,7209,0.598508101137549
"G85722","WOODLANDS HEALTH CENTRE","SE13 6RN","72Q",4598.79730146915,9448,0.486748232585643
"G85724","EDITH CAVELL PRACTICE","SW2 4TP","72Q",10109.9384324223,22187,0.45566946556192
"G85726","BRUNSWICK PARK FAMILY PRACTICE","SE5 7RF","72Q",4159.22337441684,7225,0.575671055282608
"G85727","NIGHTINGALE SURGERY","SE12 8NP","72Q",2621.96479181805,6312,0.415393661568133
"G85736","DEPTFORD MEDICAL CENTRE","SE14 6TG","72Q",1973.58666960035,3847,0.513019669768742
"H81002","KNOWLE GREEN MEDICAL","TW18 1XD","92A",1870.54442643189,8854,0.211265464923412
"H81003","SUNBURY GROUP PRACTICE","TW16 6RH","92A",3945.31048319172,19111,0.206441865061573
"H81004","SHEPPERTON MEDICAL PRACTICE","TW17 8EJ","92A",1144.31741348051,12629,0.0906102948357359
"H81005","POND TAIL SURGERY","RH9 8DY","92A",456.346742994096,6617,0.0689658067090971
"H81006","AUSTEN ROAD SURGERY","GU1 3NW","92A",1205.48446963746,8173,0.147495958599959
"H81007","ROWAN TREE PRACTICE","KT13 8DW","92A",1642.69759162963,11291,0.145487343160892
"H81009","STUDHOLME MEDICAL CENTRE","TW15 2TU","92A",3551.76990729315,16061,0.221142513373585
"H81010","GUILDOWNS GROUP PRACTICE","GU2 8LZ","92A",5433.03578784379,24174,0.22474707486737
"H81011","NORK CLINIC","SM7 1HL","92A",1343.62549595561,8432,0.159348374757544
"H81013","BARTLETT GROUP PRACTICE","GU16 6QQ","D4U1Y",2597.61066714282,28161,0.0922414213679493
"H81015","CHOBHAM & WEST END MEDICAL PRACTICE","GU24 8NA","92A",1176.39020113026,11708,0.100477468494214
"H81016","FAIRFIELD MEDICAL CENTRE","KT23 4DH","92A",640.02367646498,10325,0.0619877652750586
"H81017","ASHLEA MEDICAL PRACTICE","KT22 7HH","92A",2105.04813997119,20321,0.103589790855331
"H81019","SUNNY MEED SURGERY","GU22 7EY","92A",2756.5615727441,12377,0.22271645574405
"H81020","FORT HOUSE SURGERY","KT12 3LD","92A",1741.16240453212,12141,0.143411778645261
"H81021","THE MILL MEDICAL PRACTICE","GU7 1JW","92A",1178.66667229753,16314,0.0722487846204201
"H81022","CHIDDINGFOLD SURGERY","GU8 4QP","92A",189.618799465096,5195,0.0365002501376508
"H81023","LINGFIELD SURGERY","RH7 6ER","92A",655.23496395546,10840,0.0604460298851901
"H81024","GOLDSWORTH PARK HEALTH CENTRE","GU21 3LQ","92A",2897.5652095284,13090,0.221357158863896
"H81025","ST JOHN'S FAMILY PRACTICE","GU21 8TD","92A",1740.25713908484,11264,0.154497260217049
"H81026","BINSCOMBE MEDICAL CENTRE","GU7 3PR","92A",760.972389190902,11226,0.0677866015669787
"H81027","FARNHAM PARK HEALTH GROUP","GU9 9QS","D4U1Y",1452.49778119698,17586,0.0825939827815863
"H81028","DORKING MEDICAL PRACTICE","RH4 2QR","92A",732.728178246438,11300,0.064843201614729
"H81029","DAPDUNE HOUSE SURGERY","GU1 4RP","92A",2236.23740074797,12479,0.179200048140714
"H81030","GREYSTONE HOUSE SURGERY","RH1 1EB","92A",3629.27469366003,15659,0.231769250505143
"H81031","WITLEY SURGERY","GU8 5JD","92A",596.663846144871,11135,0.0535845393933427
"H81032","HEATHCOT MEDICAL PRACTICE","GU22 7XL","92A",3944.26712407214,18757,0.210282407851583
"H81033","CHERTSEY HEALTH CENTRE","KT16 8HZ","92A",3025.04693902999,21535,0.140471183609472
"H81034","MADEIRA MEDICAL","KT14 6DH","92A",1053.94376016286,8910,0.118287739636684
"H81035","MERROW PARK SURGERY","GU4 7EP","92A",1668.39710175244,12086,0.138043778069869
"H81036","PARISHES BRIDGE MED.PRACT","KT14 6DH","92A",1206.11878448412,9581,0.125886523795441
"H81037","BIRCHWOOD MEDICAL PRACTICE","RH6 7DG","92A",2509.40512353008,18558,0.135219588507925
"H81038","LITTLETON SURGERY","KT10 9NY","92A",528.309385617222,3905,0.135290495676625
"H81039","PARK HOUSE SURGERY","GU19 5AQ","D4U1Y",777.979949628336,6719,0.115788056203056
"H81040","STATION ROAD SURGERY","GU16 7HG","D4U1Y",1765.0001258024,8275,0.213293066562224
"H81041","SOUTHVIEW MEDICAL PRACTICE","GU22 7RR","92A",2599.19450599611,11200,0.232070938035367
"H81042","CROUCH OAK FAMILY PRACTICE","KT15 2BH","92A",2381.70781011654,16861,0.141255430289813
"H81043","WONERSH SURGERY","GU5 0PE","92A",608.213365398425,10584,0.0574653595425572
"H81044","SPRINGFIELD SURGERY","GU8 6EG","92A",278.06013010479,4684,0.0593638194075128
"H81045","CATERHAM VALLEY MEDICAL PRACTICE","CR3 6JU","92A",1640.78202401755,10301,0.159283761189938
"H81046","WAYSIDE MEDICAL PRACTICE","RH6 7AD","92A",823.260990367046,5668,0.145247175435259
"H81047","RUNNYMEDE MEDICAL PRACTICE","TW20 0PF","D4U1Y",2212.62831288744,11608,0.190612363274245
"H81048","HOLMHURST MEDICAL CENTRE","RH1 2NP","92A",1881.66322313556,10151,0.185367276439322
"H81050","WEY FAMILY PRACTICE","KT14 6DH","92A",1471.05460076224,12006,0.12252662008681
"H81051","DERBY MEDICAL CENTRE","KT19 8AG","92A",2939.31919033897,14828,0.198227622763621
"H81052","CRANLEIGH MEDICAL PRACTICE","GU6 8AE","92A",879.49293944422,17467,0.0503516882947398
"H81053","VILLAGES MEDICAL CTR","GU23 7BP","92A",573.692699333161,8334,0.0688376169106264
"H81055","HAWTHORNS SURGERY","RH1 1DT","92A",1703.71914247913,8741,0.194911239272294
"H81056","OXTED HEALTH CENTRE","RH8 0BQ","92A",980.81774541923,16924,0.0579542510883497
"H81057","FORDBRIDGE MEDICAL CENTRE","TW15 2SG","92A",1612.59932983937,7559,0.213335008577771
"H81058","WOODLANDS ROAD MEDICAL CENTRE","RH1 6EY","92A",2123.47090684763,10409,0.204003353525568
"H81060","TOWNHILL MEDICAL PRACTICE","CR3 5XL","92A",1947.68676384231,12199,0.159659542900427
"H81061","HILLVIEW MEDICAL CENTRE","GU22 7QP","92A",3877.01751584351,15553,0.249277793084518
"H81062","HASLEMERE HEALTH CENTRE","GU27 2BQ","92A",1031.19087867601,18784,0.0548972997591574
"H81064","FAIRLANDS MEDICAL PRACTICE","GU3 3NA","92A",1524.2743598388,13788,0.110550794882419
"H81065","HERSHAM SURGERY","KT12 4HT","92A",1290.896132902,9811,0.131576407389868
"H81066","GROVE MEDICAL CENTRE","TW20 9QJ","92A",3046.71347332102,15413,0.19767167153189
"H81067","COBHAM HEALTH CENTRE","KT11 1HT","92A",1839.18222801757,13949,0.131850471576283
"H81068","BROCKWOOD MEDICAL PRACTICE","RH3 7NJ","92A",676.85051292279,12637,0.0535610123385922
"H81069","PARK ROAD GROUP PRACTICE","GU15 2NN","D4U1Y",3811.35081616735,21785,0.174952986741673
"H81070","HEATHCOTE MEDICAL CENTRE","KT20 5TH","92A",1474.72516315927,11713,0.125904991305325
"H81071","ASHLEY CENTRE SURGERY","KT18 5AQ","92A",2032.84376476378,10095,0.201371348664069
"H81072","MEDWYN SURGERY","RH4 1SD","92A",891.759836234459,13099,0.0680784667710863
"H81073","CHURCH STREET PRACTICE","KT13 8DW","92A",1955.66550975411,13401,0.145934296675928
"H81074","ST STEPHENS HOUSE SURGERY","KT21 2DP","92A",579.554493960688,6345,0.0913403457778863
"H81075","UPPER GORDON ROAD SURGERY","GU15 2HJ","D4U1Y",2158.5492027863,11610,0.185921550627588
"H81076","GRAYSHOTT SURGERY","GU26 6TY","92A",682.430467679601,12212,0.0558819577202424
"H81077","SHERESURGERYANDDISPENSARY","GU5 9DR","92A",332.510617047874,8151,0.0407938433379799
"H81078","GLENLYN MEDICAL CENTRE","KT8 0JX","92A",2779.28195469391,20255,0.13721461143885
"H81080","LONGCROFT CLINIC","SM7 3HH","92A",1250.66422473696,10449,0.119692240859121
"H81081","TADWORTH MEDICAL CENTRE","KT20 5JE","92A",1448.84802991886,10119,0.143180949690569
"H81082","CAMBERLEY HEALTH CENTRE","GU15 2QA","D4U1Y",2223.15094376831,9608,0.231385402140749
"H81083","MOAT HOUSE SURGERY","RH1 3PN","92A",1972.3227793303,12371,0.159431151833344
"H81084","THE HORSLEY MEDICAL PRACTICE","KT24 6QT","92A",555.5854902378,10616,0.0523347296757536
"H81085","ST. LUKE'S SURGERY","GU1 3JH","92A",1681.6551892554,11354,0.148111254998714
"H81086","THORKHILL SURGERY","KT7 0UP","92A",806.348009433904,5321,0.151540689613588
"H81087","ST DAVID'S FAMILY PRACTICE","TW19 7HE","92A",5212.07419620635,14839,0.351241606321609
"H81088","DOWNING STREET GROUP PRACTICE","GU9 7PA","D4U1Y",1071.95056464013,13500,0.0794037455288983
"H81089","THE WALL HOUSE SURGERY","RH2 9HG","92A",2466.57331899625,21334,0.115617011296346
"H81090","WOODBRIDGE HILL SURGERY","GU2 8YB","92A",2854.01751388508,14718,0.193913406297396
"H81091","SPRING STREET SURGERY","KT17 1TG","92A",1688.32707311367,8240,0.204894062271076
"H81094","THE RED PRACTICE WALTON","KT12 3LB","92A",1588.98958249924,10937,0.145285689174293
"H81095","THE YELLOW PRACTICE","KT12 3LB","92A",603.585257976372,4104,0.147072431280792
"H81099","ESHER GREEN SURGERY","KT10 8BX","92A",1700.74918584495,12595,0.135033678907896
"H81103","EASTWICK PARK MED.PRACT.","KT23 3ND","92A",522.517852964713,8019,0.0651599766759837
"H81104","STANWELL ROAD SURGERY","TW15 3EA","92A",2251.78469275845,8587,0.262231826337307
"H81107","OXSHOTT MEDICAL PRACTICE","KT22 0QL","92A",1094.1395985204,7862,0.139168099531977
"H81109","CAPELFIELD SURGERY","KT10 0EH","92A",847.554714619049,7882,0.10753041291792
"H81110","HOLLY TREE SURGERY","GU10 4TG","D4U1Y",333.404583407135,5944,0.0560909460644574
"H81111","VIRGINIA WATER MEDICAL PRACTICE","GU25 4RL","92A",1174.5899707152,5264,0.223136392613071
"H81113","LEITH HILL PRACTICE","RH5 5EN","92A",349.84437533638,8100,0.0431906636217753
"H81116","ELIZABETH HOUSE MEDICAL PRACTICE","CR6 9LF","92A",907.749945735762,6094,0.148957982562481
"H81119","WARLINGHAM GREEN MED PRAC","CR6 9NW","92A",3843.61505607973,20124,0.190996574044908
"H81122","HYTHE MEDICAL CENTRE SURGERY","TW18 3HN","92A",1493.24723745072,7779,0.191958765580501
"H81123","SHEERWATER HEALTH CENTRE","GU21 5QJ","92A",1422.31724283265,3001,0.473947765022543
"H81126","TATTENHAM HEALTH CENTRE","KT18 5NU","92A",1034.87646452185,7466,0.13861190256119
"H81128","VINE MEDICAL CENTRE","KT8 9LG","92A",902.410931045933,6893,0.130917007260399
"H81129","PIRBRIGHT SURGERY","GU24 0JE","92A",454.655725397158,4534,0.100276957520326
"H81130","LIGHTWATER SURGERY","GU18 5SQ","D4U1Y",1403.54923436083,13793,0.10175808267678
"H81131","DR S MORCOS","KT12 3LB","92A",535.812272364466,3619,0.148055339144644
"H81132","GUILDFORD RIVERS PRACTICE","GU8 5HU","92A",241.137041247772,2516,0.0958414313385421
"H81133","THE INTEGRATED CARE PARTNERSHIP","KT17 1TF","92A",6234.43224374974,32112,0.194146494885082
"H81134","STAINES HEALTH GROUP","TW18 1XD","92A",2517.10803843149,12887,0.195321489751804
"H81613","STONELEIGH SURGERY","KT17 2LZ","92A",1109.37160844276,5537,0.200356078822965
"H81615","FARNHAM DENE MEDICAL PRACTICE","GU10 3RB","D4U1Y",1010.54546974615,13897,0.0727168072063145
"H81618","MOLEBRIDGE PRACTICE","KT22 9LE","92A",606.372275046411,5904,0.102705331139297
"H81632","THE ORCHARD SURGERY","TW15 1HH","92A",574.381373953594,2724,0.210859535225255
"H81638","SMALLFIELD SURGERY","RH6 9PT","92A",693.606541863054,7813,0.0887759556973063
"H81641","THE PRACTICE COLLEGE ROAD","GU22 8BT","92A",1721.9644991688,3430,0.50203046622997
"H81642","UPPER HALLIFORD MEDICAL CENTRE","TW17 8SY","92A",813.886716219745,4248,0.191592918130825
"H81643","MAYBURY SURGERY","GU22 8HF","92A",1759.3895827218,3536,0.497564927240327
"H81644","FOUNTAIN PRACTICE","KT17 1TG","92A",1839.45164749173,8973,0.204998511923741
"H81656","SHADBOLT PARK HOUSE SURG","KT4 7BX","92A",1874.5504478745,7196,0.260498950510631
"H81658","NEW OTTERSHAW SURGERY","KT16 0JX","92A",649.23204377483,5535,0.117295762199608
"H81663","ASHLEY MEDICAL PRACTICE","KT12 2QY","92A",597.715163000506,4019,0.148722359542301
"H81672","LANTERN SURGERY","KT10 0SP","92A",1002.67504667491,6217,0.161279563563602
"H82003","MEADOWS SURGERY","RH15 9XN","70F",818.08875163782,9856,0.0830041347035125
"H82004","COWFOLD SURGERY","RH13 8DN","70F",157.131643297273,4875,0.032232131958415
"H82005","CUCKFIELD MEDICAL CENTRE","RH17 5BQ","70F",1017.50178580297,12204,0.0833744498363625
"H82006","THE PETWORTH SURGERY","GU28 0LP","70F",165.967594503704,6063,0.0273738404261429
"H82007","WESTCOURT MEDICAL CENTRE","BN16 3NX","70F",451.589143674262,13232,0.0341285628532544
"H82009","ST. LAWRENCE SURGERY","BN14 7JL","70F",1172.30016576421,16134,0.0726602309262556
"H82011","STRAND MEDICAL GROUP","BN12 6FA","70F",1245.2847318629,15586,0.0798976473670535
"H82012","LEACROFT MEDICAL PRACTICE","RH11 7TF","70F",4542.81960600052,13213,0.343814395368238
"H82013","LANGLEY HOUSE SURGERY","PO19 1RW","70F",801.285564767163,13483,0.059429323204566
"H82014","COPPICE SURGERY","BN16 3BE","70F",472.619633889649,12970,0.0364394474857093
"H82016","BERSTED GREEN SURGERY","PO22 9TD","70F",676.722366041814,13475,0.0502205837507839
"H82017","PARK SURGERY","RH12 1BG","70F",2033.6116785945,23143,0.0878715671518171
"H82020","BOGNOR MEDICAL CENTRE","PO21 1UT","70F",614.280647735544,9200,0.0667696356234286
"H82021","ARUNDEL SURGERY","BN18 9HG","70F",236.141002760837,6417,0.0367992835843598
"H82022","STEYNING HEALTH CENTRE","BN44 3RJ","70F",401.853214181124,12047,0.0333571191318274
"H82023","ADUR HEALTH PARTNERSHIP","BN43 5US","70F",2613.88054413261,36399,0.071811877912377
"H82025","WOODLANDS&CLERKLANDS PARTNERSHIP","RH10 5BW","70F",2882.04244031815,16187,0.178046731347263
"H82026","SAXONBROOK MEDICAL CENTRE","RH10 7QH","70F",5050.57126752223,19760,0.255595711919141
"H82027","RUDGWICK MEDICAL CENTRE","RH12 3HB","70F",247.877662636485,4188,0.0591875985282915
"H82028","THE COURTYARD SURGERY","RH12 1AT","70F",1425.3695320138,14413,0.0988947153273988
"H82030","PULBOROUGH MEDICAL GROUP","RH20 1FG","70F",400.279830731271,13240,0.0302326156141444
"H82031","LOXWOOD SURGERY","RH14 0SU","70F",217.51281296448,6516,0.0333813402339595
"H82032","RIVERBANK MEDICAL CENTRE","GU29 9AW","70F",386.163508214759,13123,0.0294264656111224
"H82033","GOSSOPS GREEN MEDICAL CTR","RH11 8TY","70F",1912.80184253362,7599,0.251717573698331
"H82034","LIME TREE SURGERY","BN14 0DL","70F",1622.84676181102,27611,0.058775370751187
"H82035","LINDFIELD MEDICAL CENTRE","RH16 2HX","70F",617.989253273534,11318,0.0546023372745657
"H82036","ORCHARD SURGERY","RH12 1PJ","70F",747.193436294072,8924,0.0837285338742797
"H82037","SELSEY MEDICAL PRACTICE","PO20 0QG","70F",351.283568817192,12765,0.0275192768364428
"H82038","FLANSHAM PARK HEALTH CENTRE","PO22 6DH","70F",386.084087928623,13327,0.0289700673766506
"H82039","PARK SURGERY","BN17 6BF","70F",605.604876267876,11337,0.0534184419394792
"H82040","MODALITY MID SUSSEX","RH10 4HY","70F",2243.18248088835,31717,0.0707249260928949
"H82041","VICTORIA ROAD SURGERY","BN11 1XE","70F",1422.28535471342,13629,0.104357278942947
"H82042","CATHEDRAL MEDICAL GROUP","PO19 1XT","70F",958.82338957687,13597,0.0705172751031014
"H82043","GROVE HOUSE SURGERY","PO21 4JB","70F",268.440351722171,11354,0.02364280004599
"H82044","DOLPHINS PRACTICE","RH16 4BN","70F",1133.87827576636,11396,0.0994979181964161
"H82045","WORTHING MEDICAL GROUP","BN11 4BS","70F",2177.03421955276,20717,0.105084434018089
"H82046","BROADWATER MEDICAL CENTRE","BN14 8JE","70F",1050.81490221558,12280,0.0855712461087608
"H82047","BRIDGE MEDICAL CENTRE","RH10 1LL","70F",3134.07498614516,11561,0.271090302408542
"H82048","AVISFORD MEDICAL GROUP","BN18 0DU","70F",456.220542650799,11563,0.0394552056257718
"H82049","PARKLANDS SURGERY","PO19 3DT","70F",698.026986688166,10676,0.0653828200344854
"H82050","IFIELD MEDICAL PRACTICE","RH11 0BF","70F",2321.10869008689,9822,0.236317317255843
"H82051","LAVANT ROAD SURGERY","PO19 5RH","70F",750.390104418239,11937,0.0628625370208795
"H82052","POUND HILL MEDICAL GROUP","RH10 7DX","70F",3116.8211913533,16750,0.186078877095719
"H82053","FURNACE GREEN SURGERY","RH10 6JN","70F",1685.9331932619,7273,0.231807121306462
"H82055","BILLINGSHURST SURGERY","RH14 9QZ","70F",608.288355585772,13629,0.0446319139765039
"H82056","NEWTONS PRACTICE","RH16 3BB","70F",1326.97614125394,13267,0.100020814144414
"H82057","MID SUSSEX HEALTH CARE","BN6 9UQ","70F",964.580846605367,20856,0.046249561114565
"H82058","MAYWOOD HEALTH CARE CENTRE","PO21 2UW","70F",839.717204171583,16888,0.0497227146004016
"H82059","WILLOW GREEN SURGERY","BN16 3AH","70F",395.13882213893,11032,0.0358175146971474
"H82060","HENFIELD MEDICAL CENTRE","BN5 9JQ","70F",444.610363623762,10184,0.0436577340557504
"H82061","SELDEN MEDICAL CENTRE","BN11 2LL","70F",1121.98693812435,8800,0.127498515695949
"H82063","MOATFIELD SURGERY","RH19 3GW","70F",1216.61290190828,15373,0.0791395890137439
"H82064","SOUTHGATE MEDICAL GROUP","RH10 6TE","70F",3017.41285303429,11062,0.272772812604799
"H82065","BALL TREE SURGERY","BN15 9UX","70F",808.074212658456,14264,0.0566513048694935
"H82066","FITZALAN MEDICAL GROUP","BN17 5JR","70F",908.193444701368,15902,0.0571119006855344
"H82067","TANGMERE MEDICAL CENTRE","PO20 2HS","70F",371.349066969735,7177,0.0517415447916588
"H82070","GLEBE SURGERY","RH20 4FR","70F",381.91432965043,13448,0.0283993403963734
"H82072","SILVERDALE PRACTICE","RH15 0EF","70F",1205.5611397132,13536,0.0890633229693557
"H82076","CORNERWAYS SURGERY","BN11 5RZ","70F",285.377878382805,3750,0.076100767568748
"H82077","THE CROFT SURGERY","PO20 3RP","70F",464.432023876298,11755,0.0395093172161887
"H82078","SOUTHBOURNE SURGERY","PO10 8JH","70F",340.115173783407,10700,0.0317864648395707
"H82084","BROW MEDICAL CENTRE","RH15 9BS","70F",696.811014857648,6676,0.104375526491559
"H82087","BARN SURGERY","BN12 5HJ","70F",123.795562109875,3989,0.0310342346728191
"H82088","BEWBUSH MEDICAL CENTRE","RH11 8XT","70F",1855.01538871957,6631,0.279748965272141
"H82089","RIVERSIDE SURGERY","RH12 1UD","70F",766.317092113458,8796,0.0871210882348179
"H82091","NEW POND ROW SURGERY","BN15 8AN","70F",523.116489196557,8621,0.0606793282909822
"H82092","VILLAGE SURGERY","RH13 9HQ","70F",569.088768047929,10166,0.0559796151925958
"H82095","WITTERINGS MEDICAL CENTRE","PO20 8BH","70F",283.593434719857,10673,0.0265711079096652
"H82096","THE ORCHARD SURGERY","BN15 9AG","70F",336.516274738316,5981,0.0562642158064398
"H82098","COACHMANS MEDICAL PRACTICE","RH11 9JA","70F",3052.83950981427,10396,0.29365520486863
"H82099","WEST MEADS SURGERY","PO21 5SB","70F",322.838430099526,7736,0.0417319583892872
"H82100","NORTHLANDS WOOD SURGERY","RH16 3TG","70F",818.693047175982,8913,0.0918538143359119
"H82615","OUSE VALLEY PRACTICE","RH17 6HB","70F",707.236458490387,8762,0.0807163271502381
"H82640","HOLBROOK SURGERY","RH12 5JL","70F",1256.95136478655,16034,0.0783928754388517
"H83001","PORTLAND MEDICAL CENTRE","SE25 4QB","36L",8016.52558917762,14489,0.553283566096875
"H83004","THE FARLEY ROAD MEDICAL PRACTICE","CR2 7NG","36L",3715.58369016499,11362,0.327018455392096
"H83005","UPPER NORWOOD GROUP PRACTICE","SE19 2NT","36L",6681.25444070963,15397,0.433932223206444
"H83006","NEW ADDINGTON GROUP PRACTICE","CR0 0JA","36L",4905.04304166956,11570,0.423944947421742
"H83007","VIOLET LANE MEDICAL PRACTICE","CR0 4HN","36L",5844.60495639986,10725,0.544951511086235
"H83008","THE ADDISCOMBE SURGERY","CR0 7LJ","36L",1930.55822148093,3789,0.509516553571108
